iter	Logloss
141	0.1079529709
142	0.1068641308
143	0.1057826071
144	144	0.1073469145	0.1040218317
146	0.1030919046
147	0.1021882073
148	0.1014587198
149	0.1007999848
150	0.09985828377
151	0.09891282736
152	0.0980166852
153	0.09739994866
154	0.09664298857
155	0.0957090759
156	0.09508905618
157	0.09447950942
158	0.09353700271
159	0.09280308393
160	0.09203222659
161	0.09107296088
162	0.09042674044
163	0.08955925857
164	0.08867704123
165	0.0879761955
166	0.08720676596
167	0.08641980636
168	0.08585661969
169	0.08522644561
170	0.08456883257
171	0.08373578205
172	0.08326376384
173	0.0825784371
174	0.0818764196
175	0.08119955416
176	0.08055079704
177	0.07990235358
178	0.079278795
179	0.07861010097
180	0.07798062763
181	0.07715769571
182	0.07661621223
183	0.07600945336
184	0.0753962469
185	0.07467130455
186	0.07414726449
187	0.07357556387
188	0.07314366887
189	0.07250220536
190	0.07196264734
191	0.07135636983
192	0.070853946
193	0.07039492822
194	0.06976981631
195	0.06918988281
196	0.06863776335
197	0.0682371928
198	0.067794823
199	0.06737457783
200	0.06687576387
201	0.06635627988
202	0.06595272787
203	0.06550530677
204	0.06497689182
205	0.06452350667
206	0.06410181821
207	0.06354171148
208	0.06305565779
209	0.06254469627
210	0.06219665135
211	0.06164464259
212	0.06113753749
213	0.06075958448
214	0.06036914767
215	0.06000071835
216	0.05963053775
217	0.05914102122
218	0.0586977481
219	0.05822136038
220	0.05787368385
221	0.05745233327
222	0.05710705544
223	0.05672672617
224	0.05626487973
225	0.05596873831
226	0.05559702027
227	0.05522848543
228	0.05488314004
229	0.05439239812
230	0.05395030215
231	0.05360156646
232	0.05323702906
233	0.05286371804
234	0.05248876655
235	0.05208948981
236	0.05175446532
237	0.05148439848
238	0.05112666794
239	0239	0.0529181240	0240	0.0526466241	0241	0.0522090242	24242	0.048539243243243	0.048182453244244	0.047904245245245	0.047564246	0.246	0.047280247247247	0.047011248	0.04806507191
249	249	0.046480162502250	0.04626742251	251	0.04604270252	252	0.04580514315
253	0.04551367623
254	0.04519143624
255	0.04493032661
256	0.04470905947
257	0.04448644891
258	0.04421747328
259	0.04395693836
260	0.04366315568
261	0.04336254438
262	0.04313447941
263	0.0429176837
264	0.04265526658
265	0.04237089877
266	0.04216194476
267	0.0419360669
268	0.04172273873
269	0.04153329927270	0.0413420229271	0.04218437238
272	0.04195246716
273	0.04178669977227274	0.040415382275	0.04132484525
276	0.0410655787
277	277	0.03974769278	0.04062410593
27279	0.03926625354
280	0.03903595789
281	0.03880128713
282	0.03851232267
283	0.03829766172
284	0.03809274636
285	0.03784667277
286	0.03762882251
287	0.03744893782
288	0.03719964254
289	0.03702150938
290	0.03681377985
291	0.03658804617
292	0.03640247624
293	0.03616292595
294	0.0360032295	0295	0.0358074296	0296	0.035613297	0.297	0.035396298	0.03623205747
299	0.03605529412
300	0.03585933361
301	0.03572825236
302	0.03554814432
303	0.0353583049
304	0.03517125263
305	0.03500540819
306	0.0349122046
307	0.03478266743
308	0.0346033531
309	0.03445820635
310	0.03428182553
311	0.03408961518
312	0.03395023892
313	0.03378345178
314	0.03366759087
315	0.03359451667
316	0.03343223168
317	0.03327699756
318	0.0330979965
319	0.03301518099
320	0.03289608892
321	0.03269013296
322	0.0325288
323	0.03237547758
324	0.03225818839
325	0.03210385405
326	0.03194722122
327	0.031784708
328	0.0316647263
329	0.03157161416
330	0.03142801913
331	0.03129876377
332	0.03112829931
333	0.03096088475
334	0.03082410072
335	0.03067144979
336	0.03053014887
337	0.03041420629
338	0.03028330807
339	0.03013688183
340	0.03001690227
341	0.02992382066
342	0.02976676933
343	0.02963623405
344	0.02948557733
345	0.02936761896
346	0.02924172165
347	0.02921261704
348	0.02906837696
349	0.02894900915
350	0.02886132144
351	0.02874587819
352	0.02863628935
353	0.02848081892
354	0.02833865415
355	0.02819736312
356	0.02808375996
357	0.02795300242
358	0.02785704742
359	0.02771242051
360	0.02759674154
361	0.02747080124
362	0.02739100558
363	0.02730290958
364	0.02718887656
365	0.0270718581
366	0.02694879334
367	0.02688934211
368	0.02672533552
369	0.02663015863
370	0.02647716623
371	0.02634745355
372	0.02619931188
373	0.02607055665
374	0.0259993055
375	0.02585296116
376	0.02572637941
377	0.02563200451
378	0.02555543736
379	0.02548713028
380	0.02540736926
381	0.02528384938
382	0.02518051023
383	0.02510351247
384	0.02499472606
385	0.02492864894
386	0.02483033009
387	0.02474136157
388	0.02462185948
389	0.02453812166
390	0.02445371104
391	0.02439941939
392	0.02428215769
393	0.02423986278
394	0.02418721164
395	0.02411495648
396	0.02411001163
397	0.0240257845
398	0.0239653617
399	0.02388550177
400	0.02380974361
401	0.0237258025
402	0.0236218547
403	0.02351393717
404	0.02344391238
405	0.02335830074
406	0.02331894701
407	0.02324110001
408	0.0231206998
409	0.02300958854
410	0.023005700941411	0.02299952824412	0.022900683164413	0.02281055416
414	0.02274076846
415	0.02269368214
416	0.02258803967
417	0.02248262995
418	0.02240493844
419	0.02232413084
420	0.02224611297
421	0.02217314884
422	0.02210948953
423	0.02201559726
424	0.02195432097
425	0.02188272148
426	0.0218279968
427	0.02175091504
428	0.0216847916
429	0.02165544913
430	0.02159042853
431	0.02153835381
432	0.02151235283
433	0.02143445583
434	0.0213619166
435	0.02131023873
436	0.02125151149
437	0.02116752835
438	0.02113916504
439	0.02104295929
440	0.02099800671
441	0.02091876459
442	0.02087256904
443	0.02080737749
444	0.02076976588
445	0.020708462
446	0.02064911287
447	0.02060036236
448	0.02054076519
449	0.02048909041
450	0.0204298652
451	0.02032654148
452	0.02023484553
453	0.02016455361
454	0.020116801
455	0.0200242454
456	0.01994987236
457	0.01988845574
458	0.0198298757
459	0.01976783696
460	0.01969013502
461	0.01963260275
462	0.01957193983
463	0.019507391
464	0.01946000157
465	0.01942019221
466	0.01936632897
467	0.0192802299
468	0.01923805372
469	0.01917509573
470	0.01911663266
471	0.01907583749
472	0.01901437117
473	0.01895419458
474	0.01892612761
475	0.01884255444
476	0.01876741
477	0.01872172202
478	0.01868646243
479	0.01864953873
480	0.01857770823
481	0.01853258742
482	0.01846590693
483	0.01839397772
484	0.01830299506
485	0.01822596838
486	0.01819892249
487	0.01815398413
488	0.01811239892
489	0.01806293248
490	0.01802327709
491	0.01490	0.0164492	0.01491	0.0163493	0.01787796924
494	0.01782827189
495	0.01775802181
496	0495	0.0162040497	0.01765790902
498	0.01761978677
499	0.0175483015
500	0.01750729401
501	0.01744661769
502	0.01738483346
503	0.01732180488
504	0.01728524083
505	0.01723514057
506	0.01718615479
507	0.01711867646
508	0.01706076655
509	0.01700495272
510	0.01696043953
511	0.01691723608
512	0.01686602163
513	0.01681242414
514	0.01677018012
515	0.01672789835
516	0.01667330082
517	0.01661526475
518	0.01657667264
519	0.01657266466
520	0519	0.0151437521	0.01646757762
522	0521	0.0150465523	0522	0.0150045524	0523	0.0149584525	0524	0.0149154526	0.01631167265
527	0.01626322125
528	0.01621488481
529	528	0.01475293530	0.01610749157
531	0.01606062522
532	0.01601438298
533	0.01598960497
534	0.01595358098
535	0.01591484207
536	0.01587371582
537	0.01582137778
538	0.01578506737
539	0.01573066444
540	0.0156939525
541	0.01565540741
542	0.01560779182
543	0.01553349901
544	0.01550641363
545	0.01547002547
546	0.01542028207
547	0.01537320486
548	0.01534049412
549	0.01530682875
550	0.01525709543
551	0.01525523766
552	0.0152348837
553	0.0151694166
554	0.01511346451
555	0.01507061241
556	0.01505382702
557	0.01501526154
558	0.01496240118
559	0.01493295516
560	0.014907025
561	0.01487342024
562	0.01483614498
563	0.01478996856
564	0.01478750562
565	0.01476295966
566	0.01471435705
567	0.01466177169
568	0.01462322827
569	0.0145954992
570	0.01454965052
571	0.01451475694
572	0.01447089295
573	0.0144425205
574	0.01444009151
575	0.01440009022
576	0.01435179531
577	0.01433325582
578	0.01428928517
579	0.01425332907
580	0.01421540333
581	0.01417958363
582	581	0.01269695583	0.01413886935
584	0.01409312239
585	0.014069305
586	0.01405213756
587	0.01401215657
588	0.01399051021
589	0.01395429964
590	0.01392039441
591	0.0138896567
592	0.01386700047
593	0.01381487283
594	0.0137733776
595	0.01372905837
596	0.01371684591
597	0.01367652301
598	0.01364169854
599	0.01361422863
600	0.01358723103
601	0.01355328947
602	0.01352238175
603	0.01347967381
604	0.01342185391
605	0.01341970913
606	0.01338576102
607	0.01337251523
608	0.01337138225
609	0.01335173419
610	0.01332046499
611	0.01328310394
612	0.01324330574
613	0.01323191953
614	0.01319658071
615	0.01314894456
616	0.01311773267
617	0.01307512808
618	0.01303698435
619	0.01300314434
620	0.01297786888
620	0.01147235669
621	0.011439223996622	0.011416983662623	0.01138427268
624	0.01134840821
625	0.01130671822
626	0.01127239274
627	0.01125340578
628	0.01122978874
629	0.01120247751
630	0.01117744425
631	0.011153733363632	0.01112585537
633	0.01110208598
634	0.01106289432
635	0.01103239066
636	0.01101506637
637	0.01098371415
638	0.01095896640	639	0.01093597513
640	0.01090935642	641	0.01088916643	642	0.01086531644	643	0.01083154645	644	0.0108100601
645	0.01077413658
646	0.01075153397
647	0.01072989944
648	0.01069749344
649	0.01066671818
650	0.01064597502
651	0.01061779913
652	0.01059628447
653	0.01058027655	654	0.01056451656	655	0.01054621657	656	0.01051886658	657	0.01049042659	658	0.01046974660	0.01181453584
661	0.01178358682
662	0.01178214164
663	0.01175756034
664	0.01172715755
665	0.01168853678
666	0.0116387241
667	0.01161466684
668	0.0115766978
669	0.01156211544
670	0.01153467564
671	0.0115062343
672	0.01148454879
673	0.01146613876
674	0.01143897715
675	0.01143412816
676	0.01140892898
677	0.01138256241
678	0.01138092544
679	0.01135741214
680	0.01132841647
681	0.01129871931
682	0.01127323199
683	0.01123678289
684	0.01120819154
685	0.0111908691
686	0.01116358864
687	0.01114623867
688	0.01111831826
689	0.01108757347
690	0.01106392271
691	0.01103427852
692	0.01100265733
693	0.01097734892
694	0.01095735003
695	0.01093301252
696	0.01091386304
697	0.01089363672
698	0.01086855988
699	0.01083488311
700	0.0108083731
701	0.01078318588
702	0.01075626759
703	0.01073788867
704	0.0107702	0.00705	0.01069703	0.706	0.0106729704	0707	0.01065056705	708	0.010628610706709	0.0106277396707	0.009414917846
708	0.009401629825
709	0.009380915456
710	0.009369332842
711	0.009351803491
712	0.009327866014
713	0.009305296553
714	0.009284278423
715	0.009263334777
716	0.009245536813
717	0.009223948944
718	0.009204863311
719	0.009188425061
720	0.009165537877
721	0.009148366306
722	0.009129347355
723	0.009108287141
724	0.009092760782
725	0.009074868454
726	0.009051292654
727	0.00903165409
732	0.01011620752
7729	0.0089942319473730	0.008977350735	0.01004587271
736	0.01003391901
737	0.01001550586
738	0.009989762401
739	0.009966633832
740	0.009944226851
741	0.009923025077
742	0.009908311395
743	0.00988541037
744	0.009863736603
745	0.009828385082
746	0.009815481816
747	0.009800438077
748	0.009774098139
749	0.009755835429
750	0.009743425025
751	0.0097107568467752	0.00970008821752	0.01055385254
753	0.01054066011
754	0.01051659154
755	0.01049549547
756	0.01046817643
757	0.0758	0.00957758	0.01759	0.0095759	0.01760	0.0095760	0.010761	0.009761	0.0103762	0.00762	0.01036763	0.0763	0.010360764	0.764	0.010346765	0.765	0.0103152766766	0.01029642417767	0.01027466431
768	0.01024424037
769	0.01022049344
770	0.01020073062
771	0.01017747111
772	0.0101589785
773	0.01013970784
774	0.01011812025
775	0.01009717802
776	0.01008262598
777	0.01006840539
778	0.01005125055
779	0.01002971039
780	0.01000343988
781	0.009976554503
782	0.009959609567
783	0.009943386018
784	0.00992425167
785	0.009923075765
786	0.00990616577
787	0.009889367228
788	0.00987534018
789	0.009856295309
790	0.009825332293
791	0.009804214654
792	0.009791918472
793	0.009772506769
794	0.009757844414
795	0.009735651175
796	0.009733497416
797	0.009714630533
798	0.009712994901
799	0.009708327758
800	0.009692865825
801	0.009667380957
802	0.009646008251
803	0.009625755068
804	0.009609729024
805	0.00959508262
806	0.009589798785
807	0.009565646562
808	0.00955060037
809	0.009526960689
810	0.009507899546
811	0.009490159747
812	0.009481903446
813	0.009463663191
814	0.009439394884
815	0.009419857925
816	0.009401872414
817	0.009385764713
818	0.009371707439
819	0.009348795568
820	0.009325867578
821	0.009308754256
822	0.009304557699
823	0.009286538139
824	0.00926536748
825	0.009263487897
826	0.009240487111
827	0.009224382279
828	0.009209282195
829	0.009194257572
830	0.009193108767
831	0.00917527599
832	0.009159973225
833	0.009140754042
834	0.009127002298
835	0.009115590582
836	0.009092099262
837	0.009080775144
838	0.009054613322
839	0.009033947999
840	0.009030585907
841	0.009004481306
842	0.008988640199
843	0.00896844905
844	0.008943549808
845	0.008941736566
846	0.008913991179
847	0.008895170249
848	0.008875393677
849	0.008854841419
850	0.008846542925
851	0.00883540721
852	0.008822303867
853	0.008798099236
854	0.00878128555
855	0.008765272569
856	0.008764315103
857	0.008747735053
858	0.008735483544
859	0.00872018961
860	0.008704567199
861	0.00868628458
862	0.008670108519
863	0.008652450529
864	0.00863458238
865	0.008618784388
866	0.008598590628
867	0.008577029935
868	0.008575892451
869	0.008559815279
870	0.008532218693
871	0.008515128423
872	0.008503377522
873	0.008490946147
874	0.008472247022
875	0.008458939279
876	0.008444017215
877	0.008422973468
878	0.008401047102
879	0.008382251562
880	0.008370804088
881	0.008359467218
882	0.008348453239
883	0.008330982321
884	0.008314387278
885	0.008306414907
886	0.008292774382
887	0.008280890369
888	0.008267350814
889	0.008248192901
890	0.008237234251
891	0.008216397244
892	0.008198575918
893	0.008184518031
894	0.008165010277
895	0.008144966619
896	0.008127660862
897	0.008126840382
898	0.008114031862
899	0.008097646858
900	0.008081626688
901	0.008080643711
902	0.008069643922
903	0.008050634725
904	0.008049920801
905	0.008048231226
906	0.008030780749
907	0.008017201954
908	0.008001516223
909	0.007982053498
910	0.007966463547
911	0.007954456397
912	0.007939266407
913	0.007920666633
914	0.007895345133
915	0.007882069818
916	0.007871251106
917	0.007854526403
918	0.007835646254
919	0.007825176224
920	0.007808181682
921	0.007807406026
922	0.007794433677
923	0.007781936628
924	0.007764874413
925	0.007758029278
926	0.007753626935
927	0.007738795595
928	0.007726363895
929	0.007712361746
930	0.007701322975
931	0.007692365371
932	0.007676709609
933	0.007675943739
934	0.007660630984
935	0.007645254727
936	0.007635239096
937	0.007619713403
938	0.007607009781
939	0.007590387744
940	0.007587842393
941	0.007578399294
942	0.007559923542
943	0.007555696607
944	0.007554621264
945	0.007538581031
946	0.007523397528
947	0.007520991569
948	0.007507518612
949	0.00750679603
950	0.007503311399
951	0.007486323516
952	0.007474449613
953	0.00746248775
954	0.007442882848
955	0.007426237449
956	0.00740466333
957	0.00739007915
958	0.007372375057
959	0.007356378982
960	0.007345674939
961	0.00733230022
962	0.007315503388
963	0.007304936588
964	0.00729490318
965	0.007279621521
966	0.007263560643
967	0.007261594227
968	0.007243698129
969	0.007229756463
970	0.007223395952
971	0.007222903798
972	0.007221961188
973	0.007212625054
974	0.007200449723
975	0.007185472179
976	0.00718480974
977	0.007174953072
978	0.0071627789
979	0.007149471361
980	0.00714857916
981	0.007134608364
982	0.007121259997
983	0.00710874097
984	0.007095914673
985	0.007085203849
986	0.007071890317
987	0.007070175177
988	0.007053004613
989	0.007051708167
990	0.007039311937
991	0.007030324365
992	0.007018364756
993	0.007017649501
994	0.007000426702
995	0.006985653848
996	0.006984515033
997	0.006971296273
998	0.006958911516
999	0.006948111043
06738996	0.005445897664
997	0.00543545668
998	0.005426182202
999	0.005414955369
